"Total character count: 46,841,097",,,,,,
"Context number: 6,243",,,,,,
Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD
宙,1200,25.62,3.0792,533,8.54,2.7267
宠,1199,25.6,3.0788,814,13.04,2.9106
腰,1198,25.58,3.0785,785,12.57,2.8949
秋,1195,25.51,3.0774,538,8.62,2.7308
俗,1194,25.49,3.077,888,14.22,2.9484
搅,1192,25.45,3.0763,863,13.82,2.936
舱,1192,25.45,3.0763,418,6.7,2.6212
轨,1191,25.43,3.0759,708,11.34,2.85
弯,1189,25.38,3.0752,800,12.81,2.9031
蛮,1188,25.36,3.0748,808,12.94,2.9074
侠,1188,25.36,3.0748,367,5.88,2.5647
恼,1188,25.36,3.0748,917,14.69,2.9624
渐,1188,25.36,3.0748,678,10.86,2.8312
滋,1188,25.36,3.0748,694,11.12,2.8414
萝,1187,25.34,3.0745,379,6.07,2.5786
闷,1183,25.26,3.073,873,13.98,2.941
陛,1183,25.26,3.073,205,3.28,2.3118
爹,1182,25.23,3.0726,480,7.69,2.6812
措,1182,25.23,3.0726,936,14.99,2.9713
债,1180,25.19,3.0719,664,10.64,2.8222
吞,1176,25.11,3.0704,752,12.05,2.8762
肿,1176,25.11,3.0704,596,9.55,2.7752
仙,1174,25.06,3.0697,543,8.7,2.7348
详,1172,25.02,3.0689,939,15.04,2.9727
毯,1172,25.02,3.0689,731,11.71,2.8639
奔,1170,24.98,3.0682,872,13.97,2.9405
庄,1168,24.94,3.0674,632,10.12,2.8007
袖,1162,24.81,3.0652,770,12.33,2.8865
愈,1158,24.72,3.0637,712,11.4,2.8525
磁,1157,24.7,3.0633,508,8.14,2.7059
霉,1157,24.7,3.0633,800,12.81,2.9031
茨,1157,24.7,3.0633,285,4.57,2.4548
肺,1157,24.7,3.0633,624,10,2.7952
缓,1150,24.55,3.0607,862,13.81,2.9355
鹰,1150,24.55,3.0607,445,7.13,2.6484
逗,1148,24.51,3.0599,851,13.63,2.9299
储,1147,24.49,3.0596,726,11.63,2.8609
碗,1145,24.44,3.0588,731,11.71,2.8639
番,1138,24.29,3.0561,890,14.26,2.9494
肖,1137,24.27,3.0558,254,4.07,2.4048
嘲,1137,24.27,3.0558,827,13.25,2.9175
氧,1134,24.21,3.0546,550,8.81,2.7404
绩,1128,24.08,3.0523,716,11.47,2.8549
撕,1127,24.06,3.0519,804,12.88,2.9053
囚,1119,23.89,3.0488,581,9.31,2.7642
贾,1117,23.85,3.0481,170,2.72,2.2304
垒,1117,23.85,3.0481,390,6.25,2.5911
井,1114,23.78,3.0469,435,6.97,2.6385
娶,1112,23.74,3.0461,688,11.02,2.8376
勤,1110,23.7,3.0453,734,11.76,2.8657
艇,1110,23.7,3.0453,490,7.85,2.6902
炉,1109,23.68,3.0449,738,11.82,2.8681
旗,1108,23.65,3.0445,576,9.23,2.7604
昂,1104,23.57,3.043,559,8.95,2.7474
垫,1103,23.55,3.0426,697,11.16,2.8432
冬,1099,23.46,3.041,567,9.08,2.7536
葡,1098,23.44,3.0406,594,9.51,2.7738
栋,1093,23.33,3.0386,718,11.5,2.8561
萄,1092,23.31,3.0382,591,9.47,2.7716
滴,1091,23.29,3.0378,712,11.4,2.8525
渡,1089,23.25,3.037,706,11.31,2.8488
钓,1086,23.18,3.0358,592,9.48,2.7723
薪,1084,23.14,3.035,730,11.69,2.8633
腾,1082,23.1,3.0342,749,12,2.8745
驱,1081,23.08,3.0338,678,10.86,2.8312
钉,1080,23.06,3.0334,598,9.58,2.7767
横,1071,22.86,3.0298,783,12.54,2.8938
黛,1071,22.86,3.0298,232,3.72,2.3655
榄,1069,22.82,3.029,527,8.44,2.7218
贼,1065,22.74,3.0273,562,9,2.7497
溃,1064,22.72,3.0269,803,12.86,2.9047
踩,1064,22.72,3.0269,727,11.65,2.8615
橄,1061,22.65,3.0257,520,8.33,2.716
拘,1058,22.59,3.0245,698,11.18,2.8439
犬,1055,22.52,3.0233,526,8.43,2.721
佣,1049,22.39,3.0208,709,11.36,2.8506
忧,1048,22.37,3.0204,779,12.48,2.8915
宰,1046,22.33,3.0195,623,9.98,2.7945
坠,1045,22.31,3.0191,606,9.71,2.7825
霸,1044,22.29,3.0187,402,6.44,2.6042
革,1043,22.27,3.0183,596,9.55,2.7752
惠,1040,22.2,3.017,504,8.07,2.7024
瘤,1037,22.14,3.0158,355,5.69,2.5502
淡,1031,22.01,3.0133,770,12.33,2.8865
膝,1029,21.97,3.0124,693,11.1,2.8407
佐,1029,21.97,3.0124,218,3.49,2.3385
拦,1029,21.97,3.0124,725,11.61,2.8603
葛,1027,21.93,3.0116,366,5.86,2.5635
脾,1026,21.9,3.0111,786,12.59,2.8954
凉,1023,21.84,3.0099,736,11.79,2.8669
役,1022,21.82,3.0095,601,9.63,2.7789
菌,1021,21.8,3.009,429,6.87,2.6325
崇,1020,21.78,3.0086,732,11.73,2.8645
厚,1020,21.78,3.0086,802,12.85,2.9042
哀,1019,21.75,3.0082,758,12.14,2.8797
浮,1015,21.67,3.0065,616,9.87,2.7896
逻,1015,21.67,3.0065,664,10.64,2.8222
赔,1015,21.67,3.0065,597,9.56,2.776
卑,1014,21.65,3.006,746,11.95,2.8727
熬,1014,21.65,3.006,805,12.89,2.9058
狄,1012,21.6,3.0052,307,4.92,2.4871
矿,1010,21.56,3.0043,336,5.38,2.5263
谬,1010,21.56,3.0043,734,11.76,2.8657
抑,1009,21.54,3.0039,713,11.42,2.8531
漠,1009,21.54,3.0039,609,9.75,2.7846
芙,1008,21.52,3.0035,171,2.74,2.233
壳,1002,21.39,3.0009,590,9.45,2.7709
腊,1000,21.35,3,456,7.3,2.659
屠,998,21.31,2.9991,565,9.05,2.752
铺,997,21.28,2.9987,716,11.47,2.8549
茄,996,21.26,2.9983,607,9.72,2.7832
崔,996,21.26,2.9983,193,3.09,2.2856
腔,996,21.26,2.9983,689,11.04,2.8382
衡,994,21.22,2.9974,698,11.18,2.8439
逛,993,21.2,2.9969,634,10.16,2.8021
穆,992,21.18,2.9965,323,5.17,2.5092
趁,992,21.18,2.9965,818,13.1,2.9128
摧,990,21.14,2.9956,644,10.32,2.8089
晃,990,21.14,2.9956,653,10.46,2.8149
僵,990,21.14,2.9956,515,8.25,2.7118
盾,987,21.07,2.9943,604,9.67,2.781
妥,979,20.9,2.9908,724,11.6,2.8597
赐,977,20.86,2.9899,647,10.36,2.8109
尘,976,20.84,2.9894,632,10.12,2.8007
堵,974,20.79,2.9886,742,11.89,2.8704
骂,973,20.77,2.9881,710,11.37,2.8513
窝,973,20.77,2.9881,694,11.12,2.8414
琼,972,20.75,2.9877,205,3.28,2.3118
岩,962,20.54,2.9832,339,5.43,2.5302
跃,961,20.52,2.9827,573,9.18,2.7582
粘,957,20.43,2.9809,657,10.52,2.8176
诈,957,20.43,2.9809,623,9.98,2.7945
胳,956,20.41,2.9805,656,10.51,2.8169
虐,954,20.37,2.9795,562,9,2.7497
诸,954,20.37,2.9795,718,11.5,2.8561
挨,953,20.35,2.9791,682,10.92,2.8338
喉,950,20.28,2.9777,672,10.76,2.8274
扑,950,20.28,2.9777,596,9.55,2.7752
谊,944,20.15,2.975,596,9.55,2.7752
疲,943,20.13,2.9745,738,11.82,2.8681
董,941,20.09,2.9736,548,8.78,2.7388
搏,939,20.05,2.9727,619,9.92,2.7917
肃,938,20.03,2.9722,658,10.54,2.8182
倦,937,20,2.9717,717,11.48,2.8555
幼,937,20,2.9717,646,10.35,2.8102
嘉,935,19.96,2.9708,488,7.82,2.6884
诅,934,19.94,2.9703,465,7.45,2.6675
汀,932,19.9,2.9694,171,2.74,2.233
映,931,19.88,2.9689,600,9.61,2.7782
蛛,930,19.85,2.9685,341,5.46,2.5328
械,928,19.81,2.9675,564,9.03,2.7513
俊,927,19.79,2.9671,475,7.61,2.6767
沟,927,19.79,2.9671,678,10.86,2.8312
愧,926,19.77,2.9666,700,11.21,2.8451
娱,925,19.75,2.9661,669,10.72,2.8254
刮,920,19.64,2.9638,625,10.01,2.7959
纠,918,19.6,2.9628,731,11.71,2.8639
挽,917,19.58,2.9624,730,11.69,2.8633
泉,917,19.58,2.9624,475,7.61,2.6767
催,914,19.51,2.9609,547,8.76,2.738
袜,912,19.47,2.96,523,8.38,2.7185
膊,911,19.45,2.9595,636,10.19,2.8035
晋,910,19.43,2.959,298,4.77,2.4742
捡,908,19.38,2.9581,637,10.2,2.8041
叉,906,19.34,2.9571,669,10.72,2.8254
棕,905,19.32,2.9566,545,8.73,2.7364
狮,905,19.32,2.9566,402,6.44,2.6042
瘦,902,19.26,2.9552,621,9.95,2.7931
郡,898,19.17,2.9533,453,7.26,2.6561
栏,897,19.15,2.9528,573,9.18,2.7582
亏,897,19.15,2.9528,758,12.14,2.8797
氏,893,19.06,2.9509,485,7.77,2.6857
懒,891,19.02,2.9499,676,10.83,2.8299
央,891,19.02,2.9499,524,8.39,2.7193
蹲,891,19.02,2.9499,573,9.18,2.7582
灌,890,19,2.9494,651,10.43,2.8136
槟,890,19,2.9494,538,8.62,2.7308
谱,890,19,2.9494,637,10.2,2.8041
乏,888,18.96,2.9484,682,10.92,2.8338
哲,887,18.94,2.9479,376,6.02,2.5752
侣,886,18.92,2.9474,566,9.07,2.7528
矮,884,18.87,2.9465,478,7.66,2.6794
披,883,18.85,2.946,539,8.63,2.7316
屏,883,18.85,2.946,639,10.24,2.8055
疫,883,18.85,2.946,387,6.2,2.5877
轰,882,18.83,2.9455,537,8.6,2.73
拐,879,18.77,2.944,638,10.22,2.8048
挪,878,18.74,2.9435,569,9.11,2.7551
沿,877,18.72,2.943,650,10.41,2.8129
悬,875,18.68,2.942,657,10.52,2.8176
贫,873,18.64,2.941,530,8.49,2.7243
腹,873,18.64,2.941,589,9.43,2.7701
讽,872,18.62,2.9405,697,11.16,2.8432
劝,871,18.59,2.94,661,10.59,2.8202
裹,869,18.55,2.939,566,9.07,2.7528
诡,868,18.53,2.9385,617,9.88,2.7903
抹,867,18.51,2.938,677,10.84,2.8306
噩,863,18.42,2.936,610,9.77,2.7853
朴,862,18.4,2.9355,223,3.57,2.3483
稿,860,18.36,2.9345,439,7.03,2.6425
慧,858,18.32,2.9335,593,9.5,2.7731
雕,858,18.32,2.9335,443,7.1,2.6464
姬,857,18.3,2.933,154,2.47,2.1875
蜡,856,18.27,2.9325,522,8.36,2.7177
苹,854,18.23,2.9315,495,7.93,2.6946
粹,854,18.23,2.9315,556,8.91,2.7451
雾,853,18.21,2.9309,539,8.63,2.7316
淫,848,18.1,2.9284,513,8.22,2.7101
浓,845,18.04,2.9269,597,9.56,2.776
添,845,18.04,2.9269,671,10.75,2.8267
莲,843,18,2.9258,220,3.52,2.3424
兜,843,18,2.9258,588,9.42,2.7694
喘,842,17.98,2.9253,617,9.88,2.7903
鲨,842,17.98,2.9253,256,4.1,2.4082
唉,840,17.93,2.9243,482,7.72,2.683
锋,838,17.89,2.9232,523,8.38,2.7185
隶,836,17.85,2.9222,437,7,2.6405
肝,833,17.78,2.9206,435,6.97,2.6385
仗,832,17.76,2.9201,522,8.36,2.7177
坎,830,17.72,2.9191,308,4.93,2.4886
扩,829,17.7,2.9186,659,10.56,2.8189
契,828,17.68,2.918,383,6.13,2.5832
沮,827,17.66,2.9175,595,9.53,2.7745
浑,826,17.63,2.917,623,9.98,2.7945
竭,826,17.63,2.917,653,10.46,2.8149
炎,825,17.61,2.9165,499,7.99,2.6981
疏,823,17.57,2.9154,608,9.74,2.7839
煮,821,17.53,2.9143,542,8.68,2.734
呈,821,17.53,2.9143,612,9.8,2.7868
盐,821,17.53,2.9143,486,7.78,2.6866
鄙,821,17.53,2.9143,635,10.17,2.8028
匪,820,17.51,2.9138,380,6.09,2.5798
煎,820,17.51,2.9138,555,8.89,2.7443
耗,817,17.44,2.9122,593,9.5,2.7731
鹿,814,17.38,2.9106,388,6.21,2.5888
仆,814,17.38,2.9106,426,6.82,2.6294
炼,813,17.36,2.9101,552,8.84,2.7419
晶,811,17.31,2.909,382,6.12,2.5821
衰,811,17.31,2.909,562,9,2.7497
掘,810,17.29,2.9085,497,7.96,2.6964
谜,802,17.12,2.9042,492,7.88,2.692
捷,800,17.08,2.9031,487,7.8,2.6875
馅,800,17.08,2.9031,396,6.34,2.5977
瞄,799,17.06,2.9025,503,8.06,2.7016
赎,796,16.99,2.9009,430,6.89,2.6335
肾,794,16.95,2.8998,367,5.88,2.5647
毙,792,16.91,2.8987,583,9.34,2.7657
沾,790,16.87,2.8976,611,9.79,2.786
覆,786,16.78,2.8954,642,10.28,2.8075
烫,786,16.78,2.8954,500,8.01,2.699
侄,785,16.76,2.8949,466,7.46,2.6684
喽,784,16.74,2.8943,541,8.67,2.7332
跪,783,16.72,2.8938,505,8.09,2.7033
逝,781,16.67,2.8927,579,9.27,2.7627
江,780,16.65,2.8921,311,4.98,2.4928
繁,779,16.63,2.8915,623,9.98,2.7945
赠,778,16.61,2.891,467,7.48,2.6693
笼,777,16.59,2.8904,499,7.99,2.6981
川,777,16.59,2.8904,215,3.44,2.3324
湾,776,16.57,2.8899,420,6.73,2.6232
翼,774,16.52,2.8887,419,6.71,2.6222
筒,772,16.48,2.8876,526,8.43,2.721
丸,771,16.46,2.8871,416,6.66,2.6191
薯,771,16.46,2.8871,497,7.96,2.6964
悄,770,16.44,2.8865,333,5.33,2.5224
蜘,769,16.42,2.8859,243,3.89,2.3856
伞,768,16.4,2.8854,349,5.59,2.5428
妨,768,16.4,2.8854,654,10.48,2.8156
塌,768,16.4,2.8854,521,8.35,2.7168
铐,768,16.4,2.8854,466,7.46,2.6684
吼,767,16.37,2.8848,498,7.98,2.6972
扶,767,16.37,2.8848,575,9.21,2.7597
谨,766,16.35,2.8842,635,10.17,2.8028
抖,766,16.35,2.8842,605,9.69,2.7818
屈,765,16.33,2.8837,548,8.78,2.7388
枚,765,16.33,2.8837,443,7.1,2.6464
辨,764,16.31,2.8831,594,9.51,2.7738
荐,763,16.29,2.8825,557,8.92,2.7459
擎,762,16.27,2.882,350,5.61,2.5441
均,760,16.23,2.8808,592,9.48,2.7723
飘,755,16.12,2.8779,460,7.37,2.6628
绅,754,16.1,2.8774,489,7.83,2.6893
侮,752,16.05,2.8762,562,9,2.7497
矛,752,16.05,2.8762,560,8.97,2.7482
摘,750,16.01,2.8751,574,9.19,2.7589
润,749,15.99,2.8745,518,8.3,2.7143
峰,748,15.97,2.8739,520,8.33,2.716
鸭,748,15.97,2.8739,351,5.62,2.5453
庞,747,15.95,2.8733,346,5.54,2.5391
贷,746,15.93,2.8727,433,6.94,2.6365
丛,744,15.88,2.8716,465,7.45,2.6675
饱,744,15.88,2.8716,608,9.74,2.7839
囊,743,15.86,2.871,489,7.83,2.6893
剥,743,15.86,2.871,519,8.31,2.7152
紫,741,15.82,2.8698,477,7.64,2.6785
氛,741,15.82,2.8698,587,9.4,2.7686
妄,740,15.8,2.8692,590,9.45,2.7709
漆,736,15.71,2.8669,469,7.51,2.6712
膏,734,15.67,2.8657,446,7.14,2.6493
虾,730,15.58,2.8633,351,5.62,2.5453
筋,728,15.54,2.8621,587,9.4,2.7686
慎,728,15.54,2.8621,602,9.64,2.7796
浅,728,15.54,2.8621,531,8.51,2.7251
眉,726,15.5,2.8609,535,8.57,2.7284
贪,726,15.5,2.8609,560,8.97,2.7482
勋,725,15.48,2.8603,253,4.05,2.4031
悠,722,15.41,2.8585,575,9.21,2.7597
夷,720,15.37,2.8573,364,5.83,2.5611
橱,719,15.35,2.8567,495,7.93,2.6946
兆,718,15.33,2.8561,494,7.91,2.6937
畏,717,15.31,2.8555,528,8.46,2.7226
枕,715,15.26,2.8543,499,7.99,2.6981
寂,715,15.26,2.8543,494,7.91,2.6937
鹅,711,15.18,2.8519,309,4.95,2.49
疚,711,15.18,2.8519,555,8.89,2.7443
缸,709,15.14,2.8506,455,7.29,2.658
陶,709,15.14,2.8506,305,4.89,2.4843
浆,708,15.11,2.85,389,6.23,2.5899
讼,705,15.05,2.8482,374,5.99,2.5729
穴,705,15.05,2.8482,384,6.15,2.5843
忏,704,15.03,2.8476,239,3.83,2.3784
遮,704,15.03,2.8476,527,8.44,2.7218
瞬,704,15.03,2.8476,534,8.55,2.7275
玫,703,15.01,2.847,390,6.25,2.5911
捣,701,14.97,2.8457,562,9,2.7497
串,699,14.92,2.8445,515,8.25,2.7118
慕,698,14.9,2.8439,507,8.12,2.705
奎,697,14.88,2.8432,173,2.77,2.238
兼,696,14.86,2.8426,559,8.95,2.7474
赤,694,14.82,2.8414,430,6.89,2.6335
脂,694,14.82,2.8414,428,6.86,2.6314
歧,692,14.77,2.8401,470,7.53,2.6721
瑰,691,14.75,2.8395,393,6.3,2.5944
垮,690,14.73,2.8388,500,8.01,2.699
饶,690,14.73,2.8388,518,8.3,2.7143
疤,689,14.71,2.8382,435,6.97,2.6385
琪,687,14.67,2.837,120,1.92,2.0792
篷,687,14.67,2.837,396,6.34,2.5977
谣,685,14.62,2.8357,464,7.43,2.6665
猩,685,14.62,2.8357,166,2.66,2.2201
靴,685,14.62,2.8357,343,5.49,2.5353
涯,684,14.6,2.8351,560,8.97,2.7482
锅,682,14.56,2.8338,467,7.48,2.6693
桩,682,14.56,2.8338,499,7.99,2.6981
摊,680,14.52,2.8325,546,8.75,2.7372
钩,677,14.45,2.8306,471,7.54,2.673
苍,677,14.45,2.8306,483,7.74,2.6839
妖,677,14.45,2.8306,305,4.89,2.4843
寿,676,14.43,2.8299,409,6.55,2.6117
嘻,676,14.43,2.8299,153,2.45,2.1847
凑,675,14.41,2.8293,559,8.95,2.7474
缉,672,14.35,2.8274,450,7.21,2.6532
酬,671,14.33,2.8267,503,8.06,2.7016
碟,671,14.33,2.8267,476,7.62,2.6776
促,670,14.3,2.8261,554,8.87,2.7435
舔,669,14.28,2.8254,373,5.97,2.5717
畜,669,14.28,2.8254,409,6.55,2.6117
廷,668,14.26,2.8248,241,3.86,2.382
垂,668,14.26,2.8248,534,8.55,2.7275
纱,668,14.26,2.8248,318,5.09,2.5024
悦,668,14.26,2.8248,512,8.2,2.7093
畅,668,14.26,2.8248,523,8.38,2.7185
循,667,14.24,2.8241,510,8.17,2.7076
烛,666,14.22,2.8235,421,6.74,2.6243
辅,666,14.22,2.8235,362,5.8,2.5587
览,665,14.2,2.8228,443,7.1,2.6464
堕,665,14.2,2.8228,426,6.82,2.6294
棋,665,14.2,2.8228,320,5.13,2.5051
贡,664,14.18,2.8222,445,7.13,2.6484
颠,664,14.18,2.8222,484,7.75,2.6848
券,663,14.15,2.8215,409,6.55,2.6117
艳,663,14.15,2.8215,453,7.26,2.6561
衷,662,14.13,2.8209,557,8.92,2.7459
卜,662,14.13,2.8209,341,5.46,2.5328
盲,662,14.13,2.8209,440,7.05,2.6435
膜,662,14.13,2.8209,417,6.68,2.6201
珀,661,14.11,2.8202,150,2.4,2.1761
藤,660,14.09,2.8195,268,4.29,2.4281
肮,658,14.05,2.8182,502,8.04,2.7007
嗓,658,14.05,2.8182,330,5.29,2.5185
斑,657,14.03,2.8176,345,5.53,2.5378
氓,650,13.88,2.8129,364,5.83,2.5611
徽,650,13.88,2.8129,361,5.78,2.5575
稀,649,13.86,2.8122,520,8.33,2.716
综,647,13.81,2.8109,415,6.65,2.618
嚷,647,13.81,2.8109,312,5,2.4942
劣,646,13.79,2.8102,540,8.65,2.7324
珊,643,13.73,2.8082,212,3.4,2.3263
跨,642,13.71,2.8075,511,8.19,2.7084
扁,641,13.68,2.8069,434,6.95,2.6375
妳,638,13.62,2.8048,26,0.42,1.415
豫,637,13.6,2.8041,524,8.39,2.7193
携,637,13.6,2.8041,481,7.7,2.6821
痒,636,13.58,2.8035,379,6.07,2.5786
粒,636,13.58,2.8035,374,5.99,2.5729
呕,635,13.56,2.8028,454,7.27,2.6571
跌,634,13.54,2.8021,457,7.32,2.6599
坟,631,13.47,2.8,404,6.47,2.6064
御,630,13.45,2.7993,382,6.12,2.5821
贞,630,13.45,2.7993,222,3.56,2.3464
兮,628,13.41,2.798,282,4.52,2.4502
镑,627,13.39,2.7973,198,3.17,2.2967
恒,627,13.39,2.7973,402,6.44,2.6042
罕,627,13.39,2.7973,415,6.65,2.618
狐,626,13.36,2.7966,271,4.34,2.433
阅,625,13.34,2.7959,486,7.78,2.6866
腕,624,13.32,2.7952,450,7.21,2.6532
钞,621,13.26,2.7931,313,5.01,2.4955
镖,621,13.26,2.7931,353,5.65,2.5478
寒,620,13.24,2.7924,469,7.51,2.6712
敞,619,13.21,2.7917,498,7.98,2.6972
棵,616,13.15,2.7896,377,6.04,2.5763
啰,616,13.15,2.7896,287,4.6,2.4579
肢,615,13.13,2.7889,429,6.87,2.6325
咙,615,13.13,2.7889,477,7.64,2.6785
匿,615,13.13,2.7889,445,7.13,2.6484
饥,612,13.07,2.7868,450,7.21,2.6532
薇,610,13.02,2.7853,127,2.03,2.1038
宅,610,13.02,2.7853,441,7.06,2.6444
棺,610,13.02,2.7853,287,4.6,2.4579
腺,609,13,2.7846,379,6.07,2.5786
岗,607,12.96,2.7832,375,6.01,2.574
呜,607,12.96,2.7832,290,4.65,2.4624
刊,604,12.89,2.781,385,6.17,2.5855
柴,601,12.83,2.7789,396,6.34,2.5977
橡,601,12.83,2.7789,386,6.18,2.5866
淇,601,12.83,2.7789,363,5.81,2.5599
盼,600,12.81,2.7782,486,7.78,2.6866
渣,600,12.81,2.7782,398,6.38,2.5999
阱,600,12.81,2.7782,420,6.73,2.6232
贿,599,12.79,2.7774,364,5.83,2.5611
捅,599,12.79,2.7774,408,6.54,2.6107
恤,598,12.77,2.7767,393,6.3,2.5944
棉,597,12.75,2.776,361,5.78,2.5575
翅,597,12.75,2.776,384,6.15,2.5843
迅,597,12.75,2.776,495,7.93,2.6946
晒,595,12.7,2.7745,408,6.54,2.6107
贤,593,12.66,2.7731,135,2.16,2.1303
淹,593,12.66,2.7731,406,6.5,2.6085
龟,592,12.64,2.7723,296,4.74,2.4713
榜,591,12.62,2.7716,445,7.13,2.6484
喻,591,12.62,2.7716,493,7.9,2.6928
澳,589,12.57,2.7701,243,3.89,2.3856
泼,588,12.55,2.7694,401,6.42,2.6031
拟,588,12.55,2.7694,384,6.15,2.5843
椒,586,12.51,2.7679,320,5.13,2.5051
扳,586,12.51,2.7679,445,7.13,2.6484
舅,585,12.49,2.7672,117,1.87,2.0682
咨,584,12.47,2.7664,406,6.5,2.6085
歪,583,12.45,2.7657,390,6.25,2.5911
莓,583,12.45,2.7657,347,5.56,2.5403
躁,582,12.42,2.7649,477,7.64,2.6785
盆,581,12.4,2.7642,397,6.36,2.5988
蓄,581,12.4,2.7642,467,7.48,2.6693
慨,577,12.32,2.7612,470,7.53,2.6721
懦,576,12.3,2.7604,416,6.66,2.6191
碧,574,12.25,2.7589,183,2.93,2.2625
坑,574,12.25,2.7589,352,5.64,2.5465
颈,574,12.25,2.7589,377,6.04,2.5763
後,573,12.23,2.7582,31,0.5,1.4914
焰,571,12.19,2.7566,323,5.17,2.5092
鸽,567,12.1,2.7536,318,5.09,2.5024
乃,566,12.08,2.7528,209,3.35,2.3201
爪,563,12.02,2.7505,346,5.54,2.5391
钮,563,12.02,2.7505,370,5.93,2.5682
泣,563,12.02,2.7505,408,6.54,2.6107
熏,561,11.98,2.749,381,6.1,2.5809
遣,561,11.98,2.749,429,6.87,2.6325
祭,560,11.96,2.7482,256,4.1,2.4082
脊,560,11.96,2.7482,372,5.96,2.5705
趾,560,11.96,2.7482,384,6.15,2.5843
津,559,11.93,2.7474,239,3.83,2.3784
翘,558,11.91,2.7466,369,5.91,2.567
翁,558,11.91,2.7466,400,6.41,2.6021
洒,557,11.89,2.7459,443,7.1,2.6464
稽,556,11.87,2.7451,443,7.1,2.6464
逆,556,11.87,2.7451,435,6.97,2.6385
柠,552,11.78,2.7419,337,5.4,2.5276
柱,551,11.76,2.7412,386,6.18,2.5866
滥,550,11.74,2.7404,460,7.37,2.6628
臀,549,11.72,2.7396,345,5.53,2.5378
皆,549,11.72,2.7396,468,7.5,2.6702
鸣,548,11.7,2.7388,347,5.56,2.5403
础,548,11.7,2.7388,454,7.27,2.6571
狸,547,11.68,2.738,198,3.17,2.2967
嘱,545,11.64,2.7364,264,4.23,2.4216
耽,545,11.64,2.7364,462,7.4,2.6646
弊,542,11.57,2.734,294,4.71,2.4683
蒸,541,11.55,2.7332,331,5.3,2.5198
锡,540,11.53,2.7324,156,2.5,2.1931
螺,540,11.53,2.7324,283,4.53,2.4518
柄,536,11.44,2.7292,387,6.2,2.5877
赴,535,11.42,2.7284,431,6.9,2.6345
浩,535,11.42,2.7284,132,2.11,2.1206
匠,535,11.42,2.7284,289,4.63,2.4609
宪,534,11.4,2.7275,241,3.86,2.382
刹,533,11.38,2.7267,311,4.98,2.4928
凝,533,11.38,2.7267,373,5.97,2.5717
檬,533,11.38,2.7267,331,5.3,2.5198
昆,532,11.36,2.7259,209,3.35,2.3201
哨,531,11.34,2.7251,354,5.67,2.549
炫,531,11.34,2.7251,407,6.52,2.6096
删,531,11.34,2.7251,335,5.37,2.525
棚,531,11.34,2.7251,338,5.41,2.5289
冈,526,11.23,2.721,216,3.46,2.3345
慷,526,11.23,2.721,430,6.89,2.6335
戚,524,11.19,2.7193,395,6.33,2.5966
殖,524,11.19,2.7193,333,5.33,2.5224
届,522,11.14,2.7177,353,5.65,2.5478
叨,521,11.12,2.7168,373,5.97,2.5717
睹,521,11.12,2.7168,444,7.11,2.6474
绘,520,11.1,2.716,331,5.3,2.5198
蚁,520,11.1,2.716,189,3.03,2.2765
涨,519,11.08,2.7152,400,6.41,2.6021
顽,518,11.06,2.7143,430,6.89,2.6335
盔,517,11.04,2.7135,292,4.68,2.4654
隧,517,11.04,2.7135,250,4,2.3979
侍,515,10.99,2.7118,288,4.61,2.4594
厢,515,10.99,2.7118,317,5.08,2.5011
颁,515,10.99,2.7118,286,4.58,2.4564
匆,514,10.97,2.711,320,5.13,2.5051
橙,513,10.95,2.7101,328,5.25,2.5159
卦,512,10.93,2.7093,283,4.53,2.4518
苗,511,10.91,2.7084,266,4.26,2.4249
捏,511,10.91,2.7084,370,5.93,2.5682
坡,510,10.89,2.7076,331,5.3,2.5198
剖,509,10.87,2.7067,308,4.93,2.4886
锤,509,10.87,2.7067,267,4.28,2.4265
拷,509,10.87,2.7067,353,5.65,2.5478
憎,509,10.87,2.7067,389,6.23,2.5899
丘,507,10.82,2.705,235,3.76,2.3711
丫,507,10.82,2.705,327,5.24,2.5145
芯,505,10.78,2.7033,169,2.71,2.2279
膛,502,10.72,2.7007,319,5.11,2.5038
豹,501,10.7,2.6998,257,4.12,2.4099
枝,500,10.67,2.699,333,5.33,2.5224
旺,498,10.63,2.6972,246,3.94,2.3909
蝶,496,10.59,2.6955,251,4.02,2.3997
酗,494,10.55,2.6937,329,5.27,2.5172
芒,491,10.48,2.6911,332,5.32,2.5211
募,491,10.48,2.6911,298,4.77,2.4742
噪,490,10.46,2.6902,334,5.35,2.5237
锻,490,10.46,2.6902,363,5.81,2.5599
辉,490,10.46,2.6902,317,5.08,2.5011
叮,490,10.46,2.6902,244,3.91,2.3874
巷,489,10.44,2.6893,321,5.14,2.5065
戳,488,10.42,2.6884,318,5.09,2.5024
狙,487,10.4,2.6875,190,3.04,2.2788
寡,487,10.4,2.6875,352,5.64,2.5465
贯,486,10.38,2.6866,408,6.54,2.6107
锯,486,10.38,2.6866,262,4.2,2.4183
狡,484,10.33,2.6848,412,6.6,2.6149
驴,483,10.31,2.6839,273,4.37,2.4362
嚼,483,10.31,2.6839,313,5.01,2.4955
癫,483,10.31,2.6839,248,3.97,2.3945
卵,482,10.29,2.683,254,4.07,2.4048
熙,481,10.27,2.6821,72,1.15,1.8573
叹,480,10.25,2.6812,335,5.37,2.525
